pmi10	raw_co10_x	pmi4	raw_co10_y	raw_freq	cw
-0.8961849	2			142029	!/punct
-0.13056919	149	-0.09762357	62.0	4844510	"""/punct"
6.1131697	1	7.015879	1.0	63	$100/num
0.07418706	2	0.9761982	2.0	52896	&/name
9.542306	1	10.457898	1.0	2	&Financial/name
-0.55353385	55	-0.25122106	30.0	2720890	'/punct
0.9343221	1			11206	's/det
-0.568804	54	-1.361147	10.0	2759129	(/punct
-0.67728746	48	-0.8697389	16.0	2758869	)/punct
0.035948746	4	0.20191471	2.0	117193	*/tag
-0.11556548	574	0.086966924	283.0	18092245	,/punct
3.934484	1			552	--/name
1.241081	9	-0.078496955	1.0	75440	--/punct
-0.3588491	26	-0.5159387	9.0	1059446	-/punct
-1.2861146	1	-0.38118613	1.0	103573	.../punct
0.055981938	1046	0.2227037	497.0	28225482	./punct
1.8826278	1			4322	1,1/num
2.2854357	2			5767	1,3/num
2.4501586	2			4888	1,4/num
1.7742698	1			4810	1,6/num
-0.19302672	2	0.013284517	1.0	69141	1/noun
4.1236534	1			460	10,7/num
4.688325	1			264	10.500/num
0.28501546	1			21393	10/noun
-0.475825	2			91258	10/num
0.26839378	2	0.479341	1.0	43355	100/num
7.2223725	1			21	101,5/num
7.078453	1			24	11.700/num
2.1401062	2			6645	11/name
-0.2592649	1			36830	11/noun
-0.36082003	1			40771	11/num
1.5335416	1	2.4384706	1.0	6110	110/num
2.2139838	1	3.1195383	1.0	3091	115/num
2.1322918	1			3362	12.000/num
3.2018588	1			1154	12.500/num
1.487343	2	1.6993976	1.0	12795	120/num
4.2498813	1			404	13,6/num
0.3472305	2			40176	13/num
2.8948448	1	3.8033433	1.0	1560	132/num
2.584793	3			6410	140/num
3.1700535	1			1187	141/num
-0.8581045	1			66844	15/num
0.23980378	1			22300	150/num
-0.29508695	1			38139	17/num
1.9861528	1	2.8895836	1.0	3896	170/num
4.2792273	2			784	173/num
0.22553477	2			45254	18/num
2.2419853	1			3005	19/name
2.611787	1			2080	190/num
1.4479659	2	2.3575852	2.0	13235	1990/noun
0.63749284	1			14872	1991/noun
0.53164315	1			16536	1992/noun
0.7404944	2	1.6500759	2.0	26842	1995/noun
-0.05648536	1			29771	1996/noun
0.4368834	2	0.65307844	1.0	36388	1997/noun
1.3468671	7	1.4084556	3.0	51305	1998/noun
0.921997	5	1.318412	3.0	56174	1999/noun
5.3357496	1			135	2,00/num
7.9328685	1			10	2,5-/num
2.4982297	3	2.304225	1.0	7000	2.000/num
1.8397727	1			4511	2.500/num
-1.3740977	1			111933	2/num
-0.3184526	1			39184	20/noun
0.07639123	3	-0.11725258	1.0	78788	20/num
-0.016824864	1			28826	200/num
1.3749081	2	1.5818338	1.0	14445	2000/num
0.94415075	5	1.3376901	3.0	55236	2001/noun
1.0094779	5	0.30390745	1.0	51756	2002/noun
-0.25420564	1			36639	2003/noun
0.77140146	2			26354	2004/noun
0.58348954	1			15874	2005/noun
2.908248	2			3106	2008/noun
3.1664724	1			1195	2015/noun
8.038229	1			9	204,6/num
-0.26293573	1	0.6418222	1.0	36979	21/num
5.3205953	1			139	23,4/num
8.038229	1			9	23,53/num
-0.16051912	1			33360	23/num
0.32168016	2			41130	24/num
1.3802606	1			7167	25.000/num
-0.9176386	1	-0.013134203	1.0	71011	25/num
0.05282198	1			26958	26/num
0.31109026	1			20852	29/num
4.910494	1			208	291/num
4.832213	2			456	295/num
1.2352046	1			8242	3,5/num
-1.2274674	1	-0.3203194	1.0	96814	3/num
-0.7118796	1			57761	30/num
0.43960673	1			18263	300/num
0.43041417	1			18484	31/num
4.2770286	1			397	312/num
0.98293036	2	1.194924	1.0	21246	32/num
0.4132003	1			18802	33/num
9.542306	1	10.457898	1.0	2	334,2/num
1.1708356	2			17620	34/num
5.347551	2			268	363/num
5.3861613	1			130	38,6/num
7.750547	1			12	3L/noun
1.5817295	1			5819	4,5/num
1.9732299	1	2.8771348	1.0	3946	4.000/num
-0.3864616	2			83383	4/num
1.539495	1			6106	40.000/num
-0.3670255	1			40859	40/num
0.58430004	1			15791	400/num
3.4588895	1	4.362355	1.0	894	440/num
1.691151	1			5237	450/num
4.4212484	2			680	470/num
1.0370388	1			10068	49/num
6.723908	1			35	5,07/num
3.9871688	2			1050	5,9/num
1.2813287	1			7886	5.000/num
4.5935464	1			288	5.200/num
1.2073846	1			8497	50.000/num
0.14785005	2			48857	50/num
1.346198	3			22123	500/num
8.156012	1			8	52,10/num
6.278457	1			54	52,8/num
3.0937333	1			1299	52-jarige/adj
0.88078326	1	1.7852732	1.0	11745	52/num
4.7554398	2	4.969477	1.0	485	580/num
6.17501	1			58	6-jarigen/adj
5.6628065	1			99	6.250/num
5.459697	1			121	6.700/num
-0.09796341	2			62429	6/num
-0.17647846	1			33710	60/num
1.7725897	2			9639	600/num
1.9862639	2			7781	61/num
1.1635938	1			8858	64/num
2.3378224	3	2.1454103	1.0	8183	67/num
1.2503337	1			8098	68/num
5.8064237	1			86	6800/num
1.8975903	1	2.801502	1.0	4254	7,5/num
2.4113674	1	3.3166533	1.0	2550	7.000/num
-0.04436737	1			29500	70/num
2.5004134	3	2.3051064	1.0	7005	700/num
1.2959446	1	2.2013235	1.0	7746	78/num
2.6525366	1	3.555784	1.0	1997	8,5/num
-0.6173844	1			52574	8/num
1.7341813	2	2.6395562	2.0	10005	800/num
2.1909313	2			6320	84/num
