pmi10	raw_co10	pmi4	raw_co4	raw_freq	cw
-1.9351354	3	-2.1320121	1	19257	!/name
-1.2912983	2	NA	NA	6683	!/noun
-1.008081	55	-1.1684893	19	142029	!/punct
0.7263537	1	NA	NA	442	!?/noun
-0.18220672	4352	-0.045656018	2012	4844510	"""/punct"
2.6076684	1	NA	NA	67	##Article##/noun
2.6242723	1	3.5223086	1	67	##Body##/noun
2.6076684	1	3.5185702	1	67	##Kop##/noun
0.9722242	1	NA	NA	352	$/num
6.9718904	1	7.723263	1	1	$0,8278/num
5.017612	1	5.9315033	1	6	$0,90/num
6.8093715	1	NA	NA	1	$0,9047/num
6.8093715	1	NA	NA	1	$0,9068/num
6.8093715	1	NA	NA	1	$1,007/num
6.1162243	1	7.0301156	1	2	$1,4375/num
6.8093715	1	NA	NA	1	$121,25/num
5.017612	1	NA	NA	6	$123/num
6.8093715	1	7.723263	1	1	$138,9375/num
4.244422	1	NA	NA	13	$160/num
6.8093715	1	NA	NA	1	$18,69/num
6.8093715	1	NA	NA	1	$22,30/num
6.8093715	1	7.723263	1	1	$23,15/num
6.1162243	1	NA	NA	2	$3,14/num
6.8093715	1	7.723263	1	1	$46,41/num
5.423077	1	6.3369684	1	4	$5,38/num
6.8093715	1	NA	NA	1	$5,95/num
6.8093715	1	NA	NA	1	$53,18/num
2.6960416	1	NA	NA	63	$6/num
3.0038207	1	NA	NA	46	$7/num
6.8093715	1	7.723263	1	1	$84,80/num
5.1999335	1	NA	NA	5	$86/num
6.8093715	1	NA	NA	1	$95,75/num
0.18450965	1	NA	NA	789	%/noun
-1.0005196	21	-1.5352937	5	52896	&/name
-0.6599692	1	NA	NA	1846	&/noun
-2.155254	1	NA	NA	8058	&/punct
-0.5322291	1728	-0.4871565	730	2720890	'/punct
2.3830287	2	2.599299	1	169	'11/num
2.6878982	1	3.5761678	1	64	'19/name
1.7937485	1	NA	NA	155	'20/name
2.862947	1	3.7576993	1	54	'23/name
2.1217	1	NA	NA	110	'40-'45/num
1.9011381	1	NA	NA	136	'45/noun
3.0764751	2	3.2924461	1	84	'48/noun
3.1984534	1	NA	NA	37	'50/noun
0.8837796	2	1.7915152	2	756	'50/num
2.76632	1	NA	NA	57	'56/noun
0.63610625	3	0.4479175	1	1447	'70/num
5.1999335	2	NA	NA	10	'73-'74/num
1.6618769	1	NA	NA	174	'76/noun
0.088638686	2	NA	NA	1666	'80/num
1.5276916	1	NA	NA	198	'82/noun
4.937569	2	NA	NA	13	'84-'85/num
1.3594065	1	2.2690108	1	234	'85/noun
1.3493605	1	NA	NA	241	'90/name
0.9677854	2	NA	NA	693	'92/noun
-0.09251673	1	0.8190138	1	999	'94/noun
-0.26859072	1	NA	NA	1191	'95/noun
-0.6437269	1	NA	NA	1737	'97/noun
0.050193444	3	0.5543942	2	2605	'98/noun
0.65695786	1	NA	NA	478	'98/num
0.22154592	1	NA	NA	757	'99/num
2.0989406	1	NA	NA	117	's-Gravenwezel/noun
2.2613008	1	3.1641366	1	96	's-Herenelderen/noun
-0.69564193	34	-0.9151961	11	62265	's/adv
-0.2945353	9	-0.8976256	2	11206	's/det
-0.66490155	10	-0.45703694	5	17963	't/name
-0.49425313	2	NA	NA	3006	(/noun
-0.4983785	1782	-0.75468904	565	2759129	(/punct
0.44945154	1	NA	NA	593	(/tag
-0.9254718	1	NA	NA	2313	)/noun
-0.5309068	1709	-0.6648817	605	2758869	)/punct
-1.4525812	1	NA	NA	3950	)/tag
0.12884715	135	0.5236362	85	117193	*/tag
0.6086594	1	1.5179479	1	497	*De/noun
6.8093715	1	7.723263	1	1	*Kraanlei/noun
-1.1963193	5	-1.2119331	2	15336	+/prep
4.892449	1	NA	NA	7	+0,05%/num
6.1162243	1	NA	NA	2	+0,09/num
6.8093715	1	7.723263	1	1	+1,45/num
6.8093715	1	NA	NA	1	+2,71%/num
6.1162243	1	7.0301156	1	2	+2,74%/num
7.166046	1	NA	NA	1	+2,88%/num
1.5381683	1	NA	NA	198	+3/num
6.8093715	1	7.723263	1	1	+5,57%/num
5.710759	1	6.6246505	1	3	+Grimbergen/noun
4.9299064	1	NA	NA	7	+SK/noun
-2.2050717	3	NA	NA	24958	,/name
-0.42680597	4	NA	NA	5599	,/noun
-0.20925634	16075	-0.1459719	6907	18092245	,/punct
6.8093715	1	NA	NA	1	"-""Sparta/name"
6.8093715	1	7.723263	1	1	"-""Vooral/noun"
0.5084021	1	NA	NA	552	--/name
-0.012777756	79	-0.46175712	21	75440	--/punct
6.914732	1	NA	NA	1	--Genaux/noun
