pmi10	raw_co10_x	pmi4	raw_co10_y	raw_freq	cw
0.77565306	12	0.80650914	5.0	142029	!/punct
0.4981357	315	0.5847127	138.0	4844510	"""/punct"
-0.7388816	1			52896	&/name
-0.2619479	83	-0.10663985	39.0	2720890	'/punct
2.2577417	1			2605	'98/noun
1.7232155	14	1.0955205	3.0	62265	's/adv
-0.9888301	40	-0.89114344	18.0	2759129	(/punct
-0.97953045	40	-0.8697389	18.0	2758869	)/punct
-0.08397271	4	-0.6090155	1.0	117193	*/tag
0.03195688	750	0.098288536	322.0	18092245	,/punct
-1.0760651	1	-0.19627999	1.0	75440	--/punct
-0.3617983	1			36107	-/name
-0.24035954	33	0.0022670082	17.0	1059446	-/punct
1.422052	1			6065	..../punct
0.20340183	5	0.5996431	3.0	103573	.../punct
1.5586758	1			5416	../punct
0.22684482	1399	0.44024247	695.0	28225482	./punct
-0.56364894	1			45910	//punct
10.546315	1	11.166794	1.0	1	1-Roda/name
0.9797093	5	0.28448892	1.0	46650	1./num
-0.8512861	2	-0.63969636	1.0	118827	1/num
0.6194451	1			13558	10.000/num
2.0370297	1			3270	105/num
-0.37918636	1	0.5254692	1.0	36830	11/noun
10.115532	1			1	12-10_thriller/noun
2.7330031	1	3.6370807	1.0	1660	14-jarige/adj
1.3249508	1			6653	14.30/noun
4.746523	1			218	14/10/num
0.012662921	1			24865	14/noun
-0.978026	1	-0.07032163	1.0	66844	15/num
0.11988233	1	1.0263444	1.0	22300	150/num
1.3988405	1			6208	1500/num
1.8062736	1			4170	18-jarige/adj
3.031557	1			1247	18.30/num
2.0361927	2			6553	180/num
4.9767966	1			172	1814/noun
1.6373498	1			4856	1945/noun
2.172619	1			2850	1947/noun
1.5283277	1	2.4387379	1.0	5419	1974/noun
1.4721026	1			5791	1976/noun
1.2143834	1			7416	1987/noun
1.026038	3	0.83914566	1.0	26842	1995/noun
-0.37618524	1			36388	1997/noun
-0.7189645	1			51305	1998/noun
-0.8073624	1	0.10201661	1.0	56174	1999/noun
0.49371013	3	1.4104207	3.0	45325	2./num
-0.39540693	3	0.107573576	2.0	111933	2/num
-0.9170696	1			62906	2000/noun
-0.09206146	2	0.12129479	1.0	55236	2001/noun
-0.041667175	1			26354	2004/noun
8.506094	1			5	20th/UNKNOWN
8.729238	1	9.646968	1.0	4	21.00-23.05u./noun
1.6581631	1			4822	22-jarige/adj
6.2506003	1	7.1465573	1.0	50	22.20-23.10u./noun
2.0855293	1			3114	220/num
8.506094	1			5	27,-/num
9.645528	1	10.473647	1.0	2	3-BRUGGE/name
0.56902534	3	0.3865319	1.0	42072	3./num
-1.3473889	1	-0.43810245	1.0	96814	3/num
-0.83180106	1			57761	30/num
5.005655	1			169	3100/num
1.1782149	1			7766	350/num
7.1923704	1			19	36,35/num
0.3431416	1			17865	36/num
4.4511833	1			295	364/num
0.6743775	1			12844	39/num
1.8094056	1			4210	3de/num
2.5796747	1			1904	4,2/num
0.3041213	1			18612	4/name
2.5880609	1			1886	40/name
0.20620024	2	0.4204776	1.0	40859	40/num
0.46437863	1			15791	400/num
0.36367863	1			17422	46/num
5.166772	1			144	4600/num
-0.6652186	1			48857	50/num
9.500346	1	10.340116	1.0	2	52Vandenbroucke/name
0.90911925	1			10153	54/num
0.34733158	1			17736	55/num
10.115532	1			1	572.669/num
10.115532	1			1	5756/name
0.86304724	1			10607	58/num
7.7221923	1	8.635367	1.0	11	6.42/num
8.323772	1	9.241503	1.0	6	6.43/noun
7.437941	1	8.35053	1.0	15	6.44/num
8.729238	1	9.646968	1.0	4	6.46/name
7.812947	1	8.730678	1.0	10	6.48/num
8.169621	1			7	6.49/name
8.729238	1			4	6.51/name
9.01692	1			3	6.54/name
0.24550034	1	1.1493847	1.0	19732	6/noun
-0.911032	1			62429	6/num
0.39674726	2	0.6122952	1.0	33710	60/num
1.0829555	1			8495	63/num
0.14151369	1	1.0492208	1.0	21780	75/num
2.729216	1			1648	7de/num
-0.7373058	1			52574	8/num
4.7922783	1	5.6951237	1.0	210	83ste/num
0.6844188	1			12632	85/num
4.2181034	1	5.110679	1.0	378	88-jarige/adj
-0.17159934	73	-0.41979977	23.0	2182842	:/punct
-0.31628475	21	-0.3667831	8.0	715025	;/punct
-0.12216964	29	-0.09432077	12.0	826450	?/punct
5.1843004	1			142	A.F./name
4.0645022	1	4.968896	1.0	436	A.F.Th./name
-0.38506398	1			37251	A/name
1.5969298	1			6045	AFP/name
10.115532	1			1	AGHA/noun
5.0711393	1			158	AWS/name
0.66304374	2			26544	Aalst/name
1.9280866	2	2.127852	1.0	7504	Aalter/name
2.8356614	1	3.7386305	1.0	1483	Aarlen/name
4.729891	1			226	Aarschotsesteenweg/name
8.349091	1			6	Abade/name
7.5505824	1			13	Achahboun/name
0.18670319	1			20848	Afrika/name
10.115532	1	11.033262	1.0	1	Afwaswater/name
9.422385	1	10.340116	1.0	2	Ahel/name
2.6527429	2	3.5568962	2.0	3581	Aimé/name
0.08956572	1			23148	Albert/name
6.7551565	1			29	Aldeburgh/name
3.2793264	1	4.1864524	1.0	956	Aldo/name
5.975577	1			64	Alyson/name
-0.6048436	1	0.3051637	1.0	45923	Amerika/name
-0.8016752	1			56013	Amerikaan/noun
-0.59911245	5	-0.20562847	3.0	231449	Amerikaans/adj
8.036091	1	8.953821	1.0	8	Ampersand/name
-1.0546472	2			146502	Amsterdam/name
0.97672516	1	1.8812798	1.0	9563	Amsterdammer/noun
-0.3883308	1			37583	Anderlecht/name
3.1721683	1			1058	Andres/name
0.78487617	2	0.9971416	1.0	23199	André/name
1.6895772	1			4696	Anja/name
2.257574	3	2.7596388	2.0	7914	Anna/name
0.86860895	1			10590	Anne/name
1.6581737	1	2.5645506	1.0	4814	Anthuenis/name
3.2246685	1			1006	Antonia/name
-0.6481579	2	-0.45380658	1.0	98965	Antwerpen/name
-0.5405479	1			43848	Antwerps/adj
4.383324	1			312	Arles/name
0.6257206	1			13580	Armstrong/name
4.435018	1			296	Arthurs/name
8.323772	1			6	Asenray/name
3.0247886	1			1216	Atlantisch/adj
0.6807009	1			12935	Australisch/adj
0.359188	1	1.2660171	1.0	17632	Australië/name
1.6992093	1			4654	Axel/name
2.9514692	1	3.8639123	1.0	1304	Aziaat/noun
-0.010490989	1			25527	B/name
9.085913	1			3	BEVEREN/VRASENE/name
3.8876128	1			572	BF/name
2.7931535	1	3.7017112	1.0	1539	BOIC/name
10.115532	1			1	BOOSMario/name
9.422385	1			2	BTD_hal/noun
2.6762078	1	3.5858755	1.0	1732	Back/name
2.9818769	1			1267	Bacon/name
6.2717876	1			48	Balegemse/adj
1.682003	1			4666	Band/name
4.235418	1			367	Barbra/name
7.22516	1			18	Barracuda/name
5.9883976	1			62	Barricadenplein/name
-0.67794347	1	0.22576934	1.0	50275	Bart/name
2.1229591	1			3020	Basten/name
2.8585644	1			1436	Beiers/adj
1.9260098	1			3710	Beke/name
2.7648873	1			1584	Belang/name
7.4074817	1	8.3252125	1.0	15	Belg.2/name
-0.85453576	2	-0.6410492	1.0	118651	België/name
3.9835448	1			476	Bempt/name
4.4047737	1	5.306822	1.0	311	Berchemse/adj
5.888698	1			69	Berenice/name
0.74797845	1	1.6519248	1.0	11991	Bergen/name
1.5520564	1			5379	Bernhard/name
4.9496036	1			180	Beuselinck/name
3.383202	1	4.2920046	1.0	852	Beyers/name
2.569376	1			1928	Bijenkorf/name
5.5048766	1	6.411973	1.0	103	Bilzenaar/noun
2.6628976	1			1757	Bird/name
3.4330475	1			815	Björk/name
3.7652571	1			580	Blaauw/name
0.37154728	1			17399	Blair/name
8.729238	1			4	Boaza/name
0.5171643	1			15376	Bob/name
5.9041452	1	6.800969	1.0	69	Bodde/name
6.9168587	1			25	Boemel/name
6.9585314	1			24	Boemel/noun
1.755917	1	2.6654978	1.0	4332	Bommel/name
2.4116669	1			2248	Bondt/name
5.6252117	1	6.533453	1.0	91	Bookmaker/name
1.2547419	1			7274	Boom/name
2.1266837	1			3059	Boortmeerbeek/name
1.7296213	1			4502	Bosnisch/adj
4.061562	2	4.968896	2.0	870	Boss/name
4.7094817	1			229	Boszhard/name
5.347393	1			121	Braeckeleer/name
0.9716306	1			9655	Braziliaans/adj
0.5718098	1			14276	Brazilië/name
2.426344	1			2232	Brinkman/name
1.9786626	1			3482	Brouwers/name
3.570829	1			712	Browaeys/name
2.0430725	2	2.952464	2.0	6509	Brown/name
1.8306113	1	2.7386818	1.0	4052	Bruce/name
0.19906892	3	-0.00363525	1.0	63064	Brugge/name
7.047479	2	7.9652095	2.0	43	Bruintjes/name
8.516145	1			5	Bruniaux/name
0.98820364	1	1.8947806	1.0	9414	Bruno/name
-0.934062	2	-0.745524	1.0	132165	Brussel/name
3.008475	1			1243	Brussels_steen_weg/noun
5.591572	1			96	Buchwald/name
9.422385	1	10.340116	1.0	2	Buchwald/noun
3.3588903	1	4.2680793	1.0	874	Buckingham/name
2.4806387	1	3.3865504	1.0	2113	Bundesliga/name
2.6829298	1	3.5895257	1.0	1791	Buren/name
2.5564938	1	3.4621751	1.0	1953	Burg/name
8.100629	1			8	Buskruit/name
2.8371792	1			1488	Buyten/name
9.422385	1	10.340116	1.0	2	CD&V_maand_blad/noun
3.426617	1			817	CD&V_voorzitter/noun
3.2850358	1			1010	CD/name
10.115532	1	11.033262	1.0	1	Cabbeljauw/noun
5.982768	1			64	Calpe/name
8.729238	1			6	Camera_onderzoek/noun
0.6308531	1	1.538467	1.0	13415	Canada/name
1.7345709	1			4463	Cannes/name
1.266635	1	2.1482022	1.0	7456	Canvas/name
3.8032527	1	4.7098	1.0	562	Carette/name
1.5805185	1			5180	Carlo/name
3.1720235	1			1053	Casa/name
3.1249533	1			1115	Casper/name
9.422385	1	10.340116	1.0	2	Catelonië/name
10.27805	1	11.033262	1.0	1	Cathioor/name
3.2894206	1	4.1953936	1.0	944	Cecilia/name
2.8793006	1			1404	Celsius/noun
0.6269123	1			13476	Centraal/name
8.506094	1			5	Century/UNKNOWN
6.7551565	1			29	Chaïb/name
2.9943602	1			1262	China/det
-0.075280756	1			27261	Chinees/adj
1.2082716	3	1.7092754	2.0	22676	Chris/name
3.2328637	2	3.4465857	1.0	1983	Christiaens/name
2.3289595	1			2481	Christoph/name
